Last_Name/Organization_Name/Title,First_Names/Author,Occupation_or_description,Race,Start_Date,End_Date,Boston_State_Date,Boston_End_Date,Type,Action,Start_Year_for_Location,End_Year_for_Location,Lat,Long,Original_Street_Address,Records_(semi-colon_separated),Digital_Assets_(semi-colon_separated),iiif_manifests_(semi-colon_separated),HAD_Links,Source_(semi-colon_separated),linked_data,Other_Repositories,Notes,Search_in_HOLLIS_Link,Presentation_Text,Layer
Beckit,Betsey,widow,Black,,,,,Person,lived,,1836,42.36026,-71.06526,house rear 29 Belknap,,,,,"Stimpson's Boston Directory, 1836",,,Belknap Street is where Joy Street is now. Based on estimation from 8 Belknap Street being 81 Joy Street,,"Betsey Beckit lived here in 1836. Notes: Belknap Street is where Joy Street is now. Based on estimation from 8 Belknap Street being 81 Joy Street. Source: Stimpson's Boston Directory, 1836","Stimpson's Boston Directory, 1836"
Benjamin,Samuel,,Black,,,,,Person,lived,,1836,42.36092,-71.06513,house Belknap near Cambridge,,,,,"Stimpson's Boston Directory, 1836",,,Belknap Street is where Joy Street is now,,"Samuel Benjamin lived here in 1836. Notes: Belknap Street is where Joy Street is now. Source: Stimpson's Boston Directory, 1836","Stimpson's Boston Directory, 1836"
Berton,Pamelia,washwoman,Black,,,,,Person,lived,,1836,42.3628,-71.05367,Richmond,,,,,"Stimpson's Boston Directory, 1836",,,,,"Pamelia Berton lived here in 1836. Source: Stimpson's Boston Directory, 1836","Stimpson's Boston Directory, 1836"
Biner,Charles,teamster,Black,,,,,Person,lived,,1836,42.34209,-71.06786,S. May near Washington,,,,,"Stimpson's Boston Directory, 1836",,,South May Street is now Savoy Street,,"Charles Biner lived here in 1836. Notes: South May Street is now Savoy Street. Source: Stimpson's Boston Directory, 1836","Stimpson's Boston Directory, 1836"
Birley,William,,Black,,,,,Person,lived,,1836,42.35996,-71.06777,house W. Centre,,,,,"Stimpson's Boston Directory, 1836",,,,,"William Birley lived here in 1836. Source: Stimpson's Boston Directory, 1836","Stimpson's Boston Directory, 1836"
Bisbett,John A.,mariner,Black,,,,,Person,lived,,1836,42.36105,-71.06646,house 1 Butolph,,,,,"Stimpson's Boston Directory, 1836",,,,,"John A. Bisbett lived here in 1836. Source: Stimpson's Boston Directory, 1836","Stimpson's Boston Directory, 1836"
Blue,James,mariner,Black,,,,,Person,lived,,1836,42.35952,-71.06654,house 6 May,,,,,"Stimpson's Boston Directory, 1836",,,May Street is now Revere Street,,"James Blue lived here in 1836. Notes: May Street is now Revere Street. Source: Stimpson's Boston Directory, 1836","Stimpson's Boston Directory, 1836"
Boston,Louisa,washwoman,Black,,,,,Person,lived,,1836,42.36587,-71.05376,Robinson lane,,,,,"Stimpson's Boston Directory, 1836",,,,,"Louisa Boston lived here in 1836. Source: Stimpson's Boston Directory, 1836","Stimpson's Boston Directory, 1836"
Bowen,Peter,,Black,,,,,Person,lived,,1836,42.36044,-71.06535,house rear 21 Belknap,,,,,"Stimpson's Boston Directory, 1836",,,Belknap Street is where Joy Street is now. Based on estimation from 8 Belknap Street being 81 Joy Street,,"Peter Bowen lived here in 1836. Notes: Belknap Street is where Joy Street is now. Based on estimation from 8 Belknap Street being 81 Joy Street. Source: Stimpson's Boston Directory, 1836","Stimpson's Boston Directory, 1836"
Bowman,Samuel H.,hairdresser,Black,,,,,Person,lived,,1836,42.36127,-71.06786,Cambridge c. Bridge,,,,,"Stimpson's Boston Directory, 1836",,,,,"Samuel H. Bowman lived here in 1836. Source: Stimpson's Boston Directory, 1836","Stimpson's Boston Directory, 1836"
Brooker,Samuel,,Black,,,,,Person,lived,,1836,42.3603,-71.06869,house Grove cor. Southac,,,,,"Stimpson's Boston Directory, 1836",,,,,"Samuel Brooker lived here in 1836. Source: Stimpson's Boston Directory, 1836","Stimpson's Boston Directory, 1836"
Brooks,John,,Black,,,,,Person,lived,,1836,42.35229,-71.06061,Peck lane,,,,,"Stimpson's Boston Directory, 1836",,,,,"John Brooks lived here in 1836. Source: Stimpson's Boston Directory, 1836","Stimpson's Boston Directory, 1836"
Brown,John W.,,Black,,,,,Person,lived,,1836,42.36056,-71.06517,17 Belknap,,,,,"Stimpson's Boston Directory, 1836",,,Belknap Street is where Joy Street is now. Based on estimation from 8 Belknap Street being 81 Joy Street,,"John W. Brown lived here in 1836. Notes: Belknap Street is where Joy Street is now. Based on estimation from 8 Belknap Street being 81 Joy Street. Source: Stimpson's Boston Directory, 1836","Stimpson's Boston Directory, 1836"
Brown,William,waiter,Black,,,,,Person,lived,,1836,42.36021,-71.06501,house 28 Belknap,,,,,"Stimpson's Boston Directory, 1836",,,Belknap Street is where Joy Street is now. Based on estimation from 8 Belknap Street being 81 Joy Street,,"William Brown lived here in 1836. Notes: Belknap Street is where Joy Street is now. Based on estimation from 8 Belknap Street being 81 Joy Street. Source: Stimpson's Boston Directory, 1836","Stimpson's Boston Directory, 1836"
Brown,Thomas,waiter,Black,,,,,Person,lived,,1836,42.35932,-71.0563,Flagg alley,,,,,"Stimpson's Boston Directory, 1836",,,,,"Thomas Brown lived here in 1836. Source: Stimpson's Boston Directory, 1836","Stimpson's Boston Directory, 1836"
Brown,Thomas,waiter,Black,,,,,Person,lived,,1836,42.36,-71.06604,"house 31, S. Russell",,,,,"Stimpson's Boston Directory, 1836",,,,,"Thomas Brown lived here in 1836. Source: Stimpson's Boston Directory, 1836","Stimpson's Boston Directory, 1836"
Brown,Diana,widow,Black,,,,,Person,lived,,1836,42.36521,-71.0672,house 13 Second,,,,,"Stimpson's Boston Directory, 1836",,,,,"Diana Brown lived here in 1836. Source: Stimpson's Boston Directory, 1836","Stimpson's Boston Directory, 1836"
Brown,Edward,mariner,Black,,,,,Person,lived,,1836,42.36031,-71.06822,house Southac,,,,,"Stimpson's Boston Directory, 1836",,,Southac Street is now Phillips Street,,"Edward Brown lived here in 1836. Notes: Southac Street is now Phillips Street. Source: Stimpson's Boston Directory, 1836","Stimpson's Boston Directory, 1836"
Burr,J.,hairdresser,Black,,,,,Person,worked,,1836,42.36072,-71.05852,5 Elm,,,,,"Stimpson's Boston Directory, 1836",,,,,"J. Burr worked here in 1836. Source: Stimpson's Boston Directory, 1836","Stimpson's Boston Directory, 1836"
Burr,J.,hairdresser,Black,,,,,Person,lived,,1836,42.36031,-71.06822,house Southac,,,,,"Stimpson's Boston Directory, 1836",,,Southac Street is now Phillips Street,,"J. Burr lived here in 1836. Notes: Southac Street is now Phillips Street. Source: Stimpson's Boston Directory, 1836","Stimpson's Boston Directory, 1836"
Butler,J. W.,waiter,Black,,,,,Person,worked,,1836,42.35503,-71.05632,36 Federal,,,,,"Stimpson's Boston Directory, 1836",,,Estimation based on the location of 43 Federal Street at Federal Court and 7 Federal Street at Dearborn Ave.,,"J. W. Butler worked here in 1836. Notes: Estimation based on the location of 43 Federal Street at Federal Court and 7 Federal Street at Dearborn Ave.. Source: Stimpson's Boston Directory, 1836","Stimpson's Boston Directory, 1836"
Butler,J. W.,waiter,Black,,,,,Person,lived,,1836,42.36005,-71.06562,house May court,,,,,"Stimpson's Boston Directory, 1836",,,May Court is now Smith Court,,"J. W. Butler lived here in 1836. Notes: May Court is now Smith Court. Source: Stimpson's Boston Directory, 1836","Stimpson's Boston Directory, 1836"
Caesar,Eli,barber,Black,,,,,Person,worked,,1836,42.35718,-71.05213,117 Broad,,,,,"Stimpson's Boston Directory, 1836",,,,,"Eli Caesar worked here in 1836. Source: Stimpson's Boston Directory, 1836","Stimpson's Boston Directory, 1836"
Caesar,Eli,barber,Black,,,,,Person,lived,,1836,42.36036,-71.06638,house Butolph,,,,,"Stimpson's Boston Directory, 1836",,,,,"Eli Caesar lived here in 1836. Source: Stimpson's Boston Directory, 1836","Stimpson's Boston Directory, 1836"
Caples,Charles V.,,Black,,,,,Person,lived,,1836,42.36069,-71.06506,house 12 Belknap,,,,,"Stimpson's Boston Directory, 1836",,,Belknap Street is where Joy Street is now. Based on estimation from 8 Belknap Street being 81 Joy Street,,"Charles V. Caples lived here in 1836. Notes: Belknap Street is where Joy Street is now. Based on estimation from 8 Belknap Street being 81 Joy Street. Source: Stimpson's Boston Directory, 1836","Stimpson's Boston Directory, 1836"
Carroll,William,,Black,,,,,Person,lived,,1836,42.36031,-71.06822,house Southac,,,,,"Stimpson's Boston Directory, 1836",,,Southac Street is now Phillips Street,,"William Carroll lived here in 1836. Notes: Southac Street is now Phillips Street. Source: Stimpson's Boston Directory, 1836","Stimpson's Boston Directory, 1836"
Carroll,Henry,,Black,,,,,Person,lived,,1836,42.35996,-71.06777,West Centre,,,,,"Stimpson's Boston Directory, 1836",,,,,"Henry Carroll lived here in 1836. Source: Stimpson's Boston Directory, 1836","Stimpson's Boston Directory, 1836"
Cash,Jonathan,handcartman,Black,,,,,Person,lived,,1836,42.36422,-71.06542,103 Chambers,,,,,"Stimpson's Boston Directory, 1836",,,,,"Jonathan Cash lived here in 1836. Source: Stimpson's Boston Directory, 1836","Stimpson's Boston Directory, 1836"
Castel,William,,Black,,,,,Person,lived,,1836,42.35955,-71.06646,house 4 May,,,,,"Stimpson's Boston Directory, 1836",,,May Street is now Revere Street,,"William Castel lived here in 1836. Notes: May Street is now Revere Street. Source: Stimpson's Boston Directory, 1836","Stimpson's Boston Directory, 1836"
Chambers,Lettes,washwoman,Black,,,,,Person,lived,,1836,42.36311,-71.05394,rear 167 Ann,,,,,"Stimpson's Boston Directory, 1836",,,Ann St is where North Street is now. Estimated based off Harris and North Streets being at 306 Ann Street and North Street and Langdon Place being at 179 Ann Street.,,"Lettes Chambers lived here in 1836. Notes: Ann St is where North Street is now. Estimated based off Harris and North Streets being at 306 Ann Street and North Street and Langdon Place being at 179 Ann Street.. Source: Stimpson's Boston Directory, 1836","Stimpson's Boston Directory, 1836"
Christian,James,clothing,Black,,,,,Person,lived,,1836,42.363074,-71.054125,Ann,,,,,"Stimpson's Boston Directory, 1836",,,Ann St is where North Street is now. Estimated based off Harris and North Streets being at 306 Ann Street and North Street and Langdon Place being at 179 Ann Street.,,"James Christian lived here in 1836. Notes: Ann St is where North Street is now. Estimated based off Harris and North Streets being at 306 Ann Street and North Street and Langdon Place being at 179 Ann Street.. Source: Stimpson's Boston Directory, 1836","Stimpson's Boston Directory, 1836"
Clark,Peter,clothes dealer,Black,,,,,Person,lived,,1836,42.35972,-71.05902,16 Brattle,,,,,"Stimpson's Boston Directory, 1836",,,,,"Peter Clark lived here in 1836. Source: Stimpson's Boston Directory, 1836","Stimpson's Boston Directory, 1836"
Clark,Daniel,,Black,,,,,Person,lived,,1836,42.36031,-71.06822,house Southac,,,,,"Stimpson's Boston Directory, 1836",,,Southac Street is now Phillips Street,,"Daniel Clark lived here in 1836. Notes: Southac Street is now Phillips Street. Source: Stimpson's Boston Directory, 1836","Stimpson's Boston Directory, 1836"
Clarke,Jonas W.,clothes dealer,Black,,,,,Person,worked,,1836,42.35972,-71.05896,18 Brattle,,,,,"Stimpson's Boston Directory, 1836",,,,,"Jonas W. Clarke worked here in 1836. Source: Stimpson's Boston Directory, 1836","Stimpson's Boston Directory, 1836"
Clarke,Jonas W.,clothes dealer,Black,,,,,Person,lived,,1836,42.35955,-71.0686,house May-,,,,,"Stimpson's Boston Directory, 1836",,,May Street is now Revere Street,,"Jonas W. Clarke lived here in 1836. Notes: May Street is now Revere Street. Source: Stimpson's Boston Directory, 1836","Stimpson's Boston Directory, 1836"
Cleaver,Jacob,provisions,Black,,,,,Person,worked,,1836,42.36021,-71.06785,W- Centre c. Southac ,,,,,"Stimpson's Boston Directory, 1836",,,,,"Jacob Cleaver worked here in 1836. Source: Stimpson's Boston Directory, 1836","Stimpson's Boston Directory, 1836"
Cleaver,Jacob,provisions,Black,,,,,Person,lived,,1836,42.36071,-71.0679,house 11 West Centre,,,,,"Stimpson's Boston Directory, 1836",,,,,"Jacob Cleaver lived here in 1836. Source: Stimpson's Boston Directory, 1836","Stimpson's Boston Directory, 1836"
Coburn,John P.,clothes dealer,Black,,,,,Person,worked,,1836,42.35966,-71.05933,8 Brattle,,,,,"Stimpson's Boston Directory, 1836",Q40384422,,,,"John P. Coburn worked here in 1836. Source: Stimpson's Boston Directory, 1836","Stimpson's Boston Directory, 1836"
Coburn,Smith,,Black,,,,,Person,lived,,1836,42.36587,-71.05376,Robinson's lane,,,,,"Stimpson's Boston Directory, 1836",,,,,"Smith Coburn lived here in 1836. Source: Stimpson's Boston Directory, 1836","Stimpson's Boston Directory, 1836"
Coburn,John P.,clothes dealer,Black,,,,,Person,lived,,1836,42.360272,-71.066456, house Southac,,,,,"Stimpson's Boston Directory, 1836",Q40384422,,Southac Street is now Phillips Street,,"John P. Coburn lived here in 1836. Notes: Southac Street is now Phillips Street. Source: Stimpson's Boston Directory, 1836","Stimpson's Boston Directory, 1836"
Cole,Samuel,boarding,Black,,,,,Person,lived,,1836,42.36295,-71.05412,157 Ann,,,,,"Stimpson's Boston Directory, 1836",,,Ann St is where North Street is now. Estimated based off Harris and North Streets being at 306 Ann Street and North Street and Langdon Place being at 179 Ann Street.,,"Samuel Cole lived here in 1836. Notes: Ann St is where North Street is now. Estimated based off Harris and North Streets being at 306 Ann Street and North Street and Langdon Place being at 179 Ann Street.. Source: Stimpson's Boston Directory, 1836","Stimpson's Boston Directory, 1836"
Cole,Thomas,hairdresser,Black,,,,,Person,worked,,1836,42.35522,-71.05528,Congress,,,,,"Stimpson's Boston Directory, 1836",,,,,"Thomas Cole worked here in 1836. Source: Stimpson's Boston Directory, 1836","Stimpson's Boston Directory, 1836"
Cole,Thomas,hairdresser,Black,,,,,Person,lived,,1836,42.36031,-71.06822,house Southac,,,,,"Stimpson's Boston Directory, 1836",,,Southac Street is now Phillips Street,,"Thomas Cole lived here in 1836. Notes: Southac Street is now Phillips Street. Source: Stimpson's Boston Directory, 1836","Stimpson's Boston Directory, 1836"
Cook,Samuel S.,hairdresser,Black,,,,,Person,lived,,1836,42.35943,-71.06366,house Derne,,,,,"Stimpson's Boston Directory, 1836",,,,,"Samuel S. Cook lived here in 1836. Source: Stimpson's Boston Directory, 1836","Stimpson's Boston Directory, 1836"
Cooper,Thomas H.,,Black,,,,,Person,lived,,1836,42.36031,-71.06822,Southac,,,,,"Stimpson's Boston Directory, 1836",,,Southac Street is now Phillips Street,,"Thomas H. Cooper lived here in 1836. Notes: Southac Street is now Phillips Street. Source: Stimpson's Boston Directory, 1836","Stimpson's Boston Directory, 1836"
Copeman,Henry,mariner,Black,,,,,Person,lived,,1836,42.36031,-71.06822,house Southac,,,,,"Stimpson's Boston Directory, 1836",,,Southac Street is now Phillips Street,,"Henry Copeman lived here in 1836. Notes: Southac Street is now Phillips Street. Source: Stimpson's Boston Directory, 1836","Stimpson's Boston Directory, 1836"
Curl,John,house,Black,,,,,Person,lived,,1836,42.35996,-71.06777,West Centre,,,,,"Stimpson's Boston Directory, 1836",,,,,"John Curl lived here in 1836. Source: Stimpson's Boston Directory, 1836","Stimpson's Boston Directory, 1836"
Cutler,John B.,barber,Black,,,,,Person,lived,,1836,42.36369,-71.06507,71 Chambers,,,,,"Stimpson's Boston Directory, 1836",,,,,"John B. Cutler lived here in 1836. Source: Stimpson's Boston Directory, 1836","Stimpson's Boston Directory, 1836"
Cutler,Sarah,widow,Black,,,,,Person,lived,,1836,42.34182,-71.06733,South May,,,,,"Stimpson's Boston Directory, 1836",,,South May Street is now Savoy Street,,"Sarah Cutler lived here in 1836. Notes: South May Street is now Savoy Street. Source: Stimpson's Boston Directory, 1836","Stimpson's Boston Directory, 1836"
Dalton,Thomas,house,Black,,,,,Person,lived,,1836,42.3601,-71.06602,29 South Russell,,,,,"Stimpson's Boston Directory, 1836",,,,,"Thomas Dalton lived here in 1836. Source: Stimpson's Boston Directory, 1836","Stimpson's Boston Directory, 1836"
Davis,John,tailor,Black,,,,,Person,worked,,1836,42.35662,-71.05683,3 Federal,,,,,"Stimpson's Boston Directory, 1836",,,,,"John Davis worked here in 1836. Source: Stimpson's Boston Directory, 1836","Stimpson's Boston Directory, 1836"
Davis,John,tailor,Black,,,,,Person,lived,,1836,42.36031,-71.06822,house Southac,,,,,"Stimpson's Boston Directory, 1836",,,Southac Street is now Phillips Street,,"John Davis lived here in 1836. Notes: Southac Street is now Phillips Street. Source: Stimpson's Boston Directory, 1836","Stimpson's Boston Directory, 1836"
Durfy,William,laborer,Black,,,,,Person,lived,,1836,42.36031,-71.06822,house Southac,,,,,"Stimpson's Boston Directory, 1836",,,Southac Street is now Phillips Street,,"William Durfy lived here in 1836. Notes: Southac Street is now Phillips Street. Source: Stimpson's Boston Directory, 1836","Stimpson's Boston Directory, 1836"
Eli,John,clothing,Black,,,,,Person,lived,,1836,42.35977,-71.05817,38 Brattle,,,,,"Stimpson's Boston Directory, 1836",,,,,"John Eli lived here in 1836. Source: Stimpson's Boston Directory, 1836","Stimpson's Boston Directory, 1836"
Farmer,Stephen,cook,Black,,,,,Person,lived,,1836,42.36026,-71.06526,house rear 29 Belknap,,,,,"Stimpson's Boston Directory, 1836",,,Belknap Street is where Joy Street is now. Based on estimation from 8 Belknap Street being 81 Joy Street,,"Stephen Farmer lived here in 1836. Notes: Belknap Street is where Joy Street is now. Based on estimation from 8 Belknap Street being 81 Joy Street. Source: Stimpson's Boston Directory, 1836","Stimpson's Boston Directory, 1836"
Ferguson,Moses,,Black,,,,,Person,lived,,1836,42.35955,-71.0686,house May,,,,,"Stimpson's Boston Directory, 1836",,,May Street is now Revere Street,,"Moses Ferguson lived here in 1836. Notes: May Street is now Revere Street. Source: Stimpson's Boston Directory, 1836","Stimpson's Boston Directory, 1836"
Foster,Cyrus,clothes,Black,,,,,Person,worked,,1836,42.35975,-71.05825,36 Brattle,,,,,"Stimpson's Boston Directory, 1836",,,,,"Cyrus Foster worked here in 1836. Source: Stimpson's Boston Directory, 1836","Stimpson's Boston Directory, 1836"
Foster,Cyrus,clothes,Black,,,,,Person,lived,,1836,42.36236,-71.06624,house rear 3 Vine,,,,,"Stimpson's Boston Directory, 1836",,,,,"Cyrus Foster lived here in 1836. Source: Stimpson's Boston Directory, 1836","Stimpson's Boston Directory, 1836"
Franklin,Clark,,Black,,,,,Person,lived,,1836,42.36031,-71.06822,house Southac,,,,,"Stimpson's Boston Directory, 1836",,,Southac Street is now Phillips Street,,"Clark Franklin lived here in 1836. Notes: Southac Street is now Phillips Street. Source: Stimpson's Boston Directory, 1836","Stimpson's Boston Directory, 1836"
Frederick,Thomas,mariner,Black,,,,,Person,lived,,1836,42.3613,-71.06806,house rear 6 Bridge,,,,,"Stimpson's Boston Directory, 1836",,,,,"Thomas Frederick lived here in 1836. Source: Stimpson's Boston Directory, 1836","Stimpson's Boston Directory, 1836"
Freeman,John,mariner,Black,,,,,Person,lived,,1836,42.36542,-71.05182,rear 310 Ann,,,,,"Stimpson's Boston Directory, 1836",,,Ann St is where North Street is now. Estimated based off Harris and North Streets being at 306 Ann Street and North Street and Langdon Place being at 179 Ann Street.,,"John Freeman lived here in 1836. Notes: Ann St is where North Street is now. Estimated based off Harris and North Streets being at 306 Ann Street and North Street and Langdon Place being at 179 Ann Street.. Source: Stimpson's Boston Directory, 1836","Stimpson's Boston Directory, 1836"
Freeman,Cato,bootblack,Black,,,,,Person,worked,,1836,42.3605,-71.05789,"Elm, ",,,,,"Stimpson's Boston Directory, 1836",,,,,"Cato Freeman worked here in 1836. Source: Stimpson's Boston Directory, 1836","Stimpson's Boston Directory, 1836"
Freeman,Cato,bootblack,Black,,,,,Person,lived,,1836,42.34216,-71.06765,house rear 704 Washington,,,,,"Stimpson's Boston Directory, 1836",,,Estimated based South May opening at 706 Washington Street,,"Cato Freeman lived here in 1836. Notes: Estimated based South May opening at 706 Washington Street. Source: Stimpson's Boston Directory, 1836","Stimpson's Boston Directory, 1836"
Gall,Abraham,variety,Black,,,,,Person,lived and worked,,1836,42.36035,-71.06513,"shop, house 23 Belknap",,,,,"Stimpson's Boston Directory, 1836",,,Belknap Street is where Joy Street is now. Based on estimation from 8 Belknap Street being 81 Joy Street,,"Abraham Gall lived and worked here in 1836. Notes: Belknap Street is where Joy Street is now. Based on estimation from 8 Belknap Street being 81 Joy Street. Source: Stimpson's Boston Directory, 1836","Stimpson's Boston Directory, 1836"
Gardner,Csesar,bootblack,Black,,,,,Person,lived,,1836,42.356529,-71.056234,Atkinson near Milk,,,,,"Stimpson's Boston Directory, 1836",,,,,"Csesar Gardner lived here in 1836. Source: Stimpson's Boston Directory, 1836","Stimpson's Boston Directory, 1836"
Gaskin,Henry A.,Turkey oil stone manufacturer,Black,,,,,Person,lived,,1836,42.35734,-71.05266,97 Sea,,,,,"Stimpson's Boston Directory, 1836",,,Sea Street is now Broad Street. The 1836 directory references both Sea Street and Broad Street.,,"Henry A. Gaskin lived here in 1836. Notes: Sea Street is now Broad Street. The 1836 directory references both Sea Street and Broad Street.. Source: Stimpson's Boston Directory, 1836","Stimpson's Boston Directory, 1836"
Goddard,Charlotte,,Black,,,,,Person,worked,,1836,42.36248,-71.05445,"shop, 147 Ann",,,,,"Stimpson's Boston Directory, 1836",,,Ann St is where North Street is now. Estimated based off Harris and North Streets being at 306 Ann Street and North Street and Langdon Place being at 179 Ann Street.,,"Charlotte Goddard worked here in 1836. Notes: Ann St is where North Street is now. Estimated based off Harris and North Streets being at 306 Ann Street and North Street and Langdon Place being at 179 Ann Street.. Source: Stimpson's Boston Directory, 1836","Stimpson's Boston Directory, 1836"
Grandy,Moses,laborer,Black,,,,,Person,lived,,1836,42.36795,-71.05605,house 96 Charter,,,,,"Stimpson's Boston Directory, 1836",,,,,"Moses Grandy lived here in 1836. Source: Stimpson's Boston Directory, 1836","Stimpson's Boston Directory, 1836"
Gray,John B.,hairdresser,Black,,,,,Person,lived,,1836,42.356529,-71.056234,"Atkinson, near Milk",,,,,"Stimpson's Boston Directory, 1836",,,,,"John B. Gray lived here in 1836. Source: Stimpson's Boston Directory, 1836","Stimpson's Boston Directory, 1836"
Gray,Peter,clothes,Black,,,,,Person,worked,,1836,42.35963,-71.05919,12 Brattle,,,,,"Stimpson's Boston Directory, 1836",,,,,"Peter Gray worked here in 1836. Source: Stimpson's Boston Directory, 1836","Stimpson's Boston Directory, 1836"
Gray,Peter,clothes,Black,,,,,Person,lived,,1836,42.36221,-71.06618,house 2 Vine,,,,,"Stimpson's Boston Directory, 1836",,,,,"Peter Gray lived here in 1836. Source: Stimpson's Boston Directory, 1836","Stimpson's Boston Directory, 1836"
Green,Charles W.,barber,Black,,,,,Person,lived,,1836,42.3618,-71.05289,106 Commercial,,,,,"Stimpson's Boston Directory, 1836",,,,,"Charles W. Green lived here in 1836. Source: Stimpson's Boston Directory, 1836","Stimpson's Boston Directory, 1836"
Green,Peter,mariner,Black,,,,,Person,lived,,1836,42.36031,-71.06822,house Southac,,,,,"Stimpson's Boston Directory, 1836",,,Southac Street is now Phillips Street,,"Peter Green lived here in 1836. Notes: Southac Street is now Phillips Street. Source: Stimpson's Boston Directory, 1836","Stimpson's Boston Directory, 1836"
Hall,Primus,soap boiler,Black,,,,,Person,lived,,1836,42.36031,-71.06822,house Southac,,,,,"Stimpson's Boston Directory, 1836",,,Southac Street is now Phillips Street,,"Primus Hall lived here in 1836. Notes: Southac Street is now Phillips Street. Source: Stimpson's Boston Directory, 1836","Stimpson's Boston Directory, 1836"
Hammond,John,,Black,,,,,Person,lived,,1836,42.35229,-71.06061,house Peck lane,,,,,"Stimpson's Boston Directory, 1836",,,,,"John Hammond lived here in 1836. Source: Stimpson's Boston Directory, 1836","Stimpson's Boston Directory, 1836"
Handliss,Aflia,,Black,,,,,Person,lived,,1836,42.36031,-71.06822,house rear Southac,,,,,"Stimpson's Boston Directory, 1836",,,Southac Street is now Phillips Street,,"Aflia Handliss lived here in 1836. Notes: Southac Street is now Phillips Street. Source: Stimpson's Boston Directory, 1836","Stimpson's Boston Directory, 1836"
Hanson,Thomas,laborer,Black,,,,,Person,lived,,1836,42.36535,-71.06705,house 9 Second,,,,,"Stimpson's Boston Directory, 1836",,,,,"Thomas Hanson lived here in 1836. Source: Stimpson's Boston Directory, 1836","Stimpson's Boston Directory, 1836"
Harris,Walter,,Black,,,,,Person,lived,,1836,42.36071,-71.0679,"boarding house, 11 West Centre",,,,,"Stimpson's Boston Directory, 1836",,,,,"Walter Harris lived here in 1836. Source: Stimpson's Boston Directory, 1836","Stimpson's Boston Directory, 1836"
Hemmenway,John,,Black,,,,,Person,lived,,1836,42.36067,-71.06872,Grove,,,,,"Stimpson's Boston Directory, 1836",,,,,"John Hemmenway lived here in 1836. Source: Stimpson's Boston Directory, 1836","Stimpson's Boston Directory, 1836"
Henson,Daniel,clothing,Black,,,,,Person,lived,,1836,42.35982,-71.0587,26 Brattle,,,,,"Stimpson's Boston Directory, 1836",,,,,"Daniel Henson lived here in 1836. Source: Stimpson's Boston Directory, 1836","Stimpson's Boston Directory, 1836"
Hilton,John T.,clothes dealer,Black,,,,,Person,worked,,1836,42.35976,-71.05888,20 Brattle,,,,,"Stimpson's Boston Directory, 1836",,,,,"John T. Hilton worked here in 1836. Source: Stimpson's Boston Directory, 1836","Stimpson's Boston Directory, 1836"
Hilton,John T.,clothes dealer,Black,,,,,Person,lived,,1836,42.36031,-71.06822,house Southac,,,,,"Stimpson's Boston Directory, 1836",,,Southac Street is now Phillips Street,,"John T. Hilton lived here in 1836. Notes: Southac Street is now Phillips Street. Source: Stimpson's Boston Directory, 1836","Stimpson's Boston Directory, 1836"
Hogan,John,laborer,Black,,,,,Person,lived,,1836,42.36422,-71.06542,house 103 Chambers,,,,,"Stimpson's Boston Directory, 1836",,,,,"John Hogan lived here in 1836. Source: Stimpson's Boston Directory, 1836","Stimpson's Boston Directory, 1836"
Holmes,Solomon,hairdresser,Black,,,,,Person,lived,,1836,42.35977,-71.06505,house Belknap,,,,,"Stimpson's Boston Directory, 1836",,,Belknap Street is where Joy Street is now. Based on estimation from 8 Belknap Street being 81 Joy Street,,"Solomon Holmes lived here in 1836. Notes: Belknap Street is where Joy Street is now. Based on estimation from 8 Belknap Street being 81 Joy Street. Source: Stimpson's Boston Directory, 1836","Stimpson's Boston Directory, 1836"
Holmes,William,hairdresser,Black,,,,,Person,lived,,1836,42.35977,-71.06505,house Belknap,,,,,"Stimpson's Boston Directory, 1836",,,Belknap Street is where Joy Street is now,,"William Holmes lived here in 1836. Notes: Belknap Street is where Joy Street is now. Source: Stimpson's Boston Directory, 1836","Stimpson's Boston Directory, 1836"
Holmes,William,hairdresser,Black,,,,,Person,worked,,1836,42.3652,-71.05302,183 Hanover,,,,,"Stimpson's Boston Directory, 1836",,,Estimated based on the location of 185 Hanover Street at intersection with Clark St.,,"William Holmes worked here in 1836. Notes: Estimated based on the location of 185 Hanover Street at intersection with Clark St.. Source: Stimpson's Boston Directory, 1836","Stimpson's Boston Directory, 1836"
Holmes,Henry,barber,Black,,,,,Person,lived,,1836,42.3623,-71.05611,99 Hanover,,,,,"Stimpson's Boston Directory, 1836",,,Estimated based on the location of 85 Hanover Street at intersection with N. Centre St.,,"Henry Holmes lived here in 1836. Notes: Estimated based on the location of 85 Hanover Street at intersection with N. Centre St.. Source: Stimpson's Boston Directory, 1836","Stimpson's Boston Directory, 1836"
Holmes,Solomon,hairdresser,Black,,,,,Person,worked,,1836,42.36391,-71.0644,39 Leveret,,,,,"Stimpson's Boston Directory, 1836",,,,,"Solomon Holmes worked here in 1836. Source: Stimpson's Boston Directory, 1836","Stimpson's Boston Directory, 1836"
